100,13,0.1300
200,5,0.0900
300,11,0.0967
400,9,0.0950
500,12,0.1000
600,25,0.1250
700,26,0.1443
800,28,0.1613
900,31,0.1778
1000,43,0.2030
1100,50,0.2300
1200,52,0.2542
1300,46,0.2700
1400,41,0.2800
1500,48,0.2933
1600,51,0.3069
1700,60,0.3241
1800,46,0.3317
1900,49,0.3400
2000,55,0.3505
2100,48,0.3567
2200,62,0.3686
2300,63,0.3800
2400,55,0.3871
2500,55,0.3936
2600,52,0.3985
2700,53,0.4033
2800,50,0.4068
2900,55,0.4117
3000,62,0.4187
3100,64,0.4258
3200,57,0.4303
3300,60,0.4355
3400,49,0.4371
3500,60,0.4417
3600,56,0.4450
3700,58,0.4486
3800,65,0.4539
3900,60,0.4577
4000,60,0.4612
4100,64,0.4656
4200,55,0.4676
4300,67,0.4723
4400,60,0.4752
4500,58,0.4776
4600,61,0.4804
4700,62,0.4834
4800,62,0.4863
4900,59,0.4884
5000,67,0.4920
5100,70,0.4961
5200,57,0.4975
5300,61,0.4996
5400,70,0.5033
5500,75,0.5078
5600,72,0.5116
5700,76,0.5160
5800,66,0.5184
5900,67,0.5210
6000,68,0.5237
6100,66,0.5259
6200,67,0.5282
6300,64,0.5300
6400,80,0.5342
6500,64,0.5358
6600,75,0.5391
6700,70,0.5415
6800,76,0.5447
6900,63,0.5459
7000,74,0.5487
7100,80,0.5523
7200,70,0.5543
7300,62,0.5552
7400,70,0.5572
7500,72,0.5593
7600,72,0.5614
7700,65,0.5626
7800,70,0.5644
7900,69,0.5659
8000,72,0.5679
8100,61,0.5684
8200,83,0.5716
8300,72,0.5734
8400,72,0.5751
8500,75,0.5772
8600,64,0.5779
8700,72,0.5795
8800,73,0.5813
8900,73,0.5829
9000,76,0.5849
9100,73,0.5865
9200,84,0.5892
9300,71,0.5905
9400,62,0.5909
9500,72,0.5922
9600,72,0.5935
9700,74,0.5951
9800,71,0.5962
9900,69,0.5972
10000,62,0.5974
10100,65,0.5979
10200,60,0.5979
10300,60,0.5980
10400,70,0.5989
10500,57,0.5987
10600,60,0.5987
10700,76,0.6002
10800,33,0.5977
10900,53,0.5971
11000,71,0.5981
11100,58,0.5979
11200,52,0.5972
11300,61,0.5973
11400,61,0.5975
11500,52,0.5968
11600,59,0.5967
11700,72,0.5978
11800,69,0.5986
11900,62,0.5987
12000,56,0.5984
12100,61,0.5985
12200,70,0.5993
12300,65,0.5998
12400,49,0.5989
12500,55,0.5985
12600,61,0.5986
12700,67,0.5991
12800,67,0.5997
12900,63,0.5999
13000,69,0.6006
13100,73,0.6016
13200,63,0.6018
13300,67,0.6023
13400,68,0.6029
13500,72,0.6038
13600,70,0.6045
13700,64,0.6047
13800,78,0.6060
13900,69,0.6066
14000,78,0.6079
