100,9,0.0900
200,4,0.0650
300,10,0.0767
400,8,0.0775
500,0,0.0620
600,2,0.0550
700,3,0.0514
800,4,0.0500
900,6,0.0511
1000,6,0.0520
1100,3,0.0500
1200,12,0.0558
1300,6,0.0562
1400,4,0.0550
1500,6,0.0553
1600,4,0.0544
1700,2,0.0524
1800,4,0.0517
1900,3,0.0505
2000,5,0.0505
2100,4,0.0500
2200,7,0.0509
2300,14,0.0548
2400,11,0.0571
2500,14,0.0604
2600,14,0.0635
2700,14,0.0663
2800,18,0.0704
2900,20,0.0748
3000,13,0.0767
3100,18,0.0800
3200,11,0.0809
3300,17,0.0836
3400,21,0.0874
3500,13,0.0886
3600,19,0.0914
3700,13,0.0924
3800,10,0.0926
3900,17,0.0946
4000,11,0.0950
4100,17,0.0968
4200,13,0.0976
4300,16,0.0991
4400,11,0.0993
4500,10,0.0993
4600,8,0.0989
4700,7,0.0983
4800,6,0.0975
4900,9,0.0973
5000,2,0.0958
5100,0,0.0939
5200,2,0.0925
5300,6,0.0919
5400,7,0.0915
5500,4,0.0905
5600,2,0.0893
5700,2,0.0881
5800,0,0.0866
5900,0,0.0851
6000,10,0.0853
6100,3,0.0844
6200,3,0.0835
6300,5,0.0830
6400,9,0.0831
6500,6,0.0828
6600,9,0.0829
6700,9,0.0830
6800,4,0.0824
6900,10,0.0826
7000,9,0.0827
7100,2,0.0818
7200,7,0.0817
7300,3,0.0810
7400,5,0.0805
7500,10,0.0808
7600,9,0.0809
7700,10,0.0812
7800,5,0.0808
7900,9,0.0809
8000,13,0.0815
8100,12,0.0820
8200,17,0.0830
8300,11,0.0834
8400,10,0.0836
8500,13,0.0841
8600,5,0.0837
8700,10,0.0839
8800,12,0.0843
8900,10,0.0845
9000,19,0.0857
9100,18,0.0867
9200,20,0.0879
9300,12,0.0883
9400,15,0.0889
9500,12,0.0893
9600,9,0.0893
9700,12,0.0896
9800,8,0.0895
9900,14,0.0900
10000,17,0.0908
10100,14,0.0913
10200,11,0.0915
10300,13,0.0918
10400,15,0.0924
10500,10,0.0925
10600,8,0.0924
10700,11,0.0925
10800,9,0.0925
10900,9,0.0925
11000,13,0.0928
11100,17,0.0935
11200,12,0.0938
11300,11,0.0939
11400,13,0.0942
11500,9,0.0942
11600,9,0.0941
11700,16,0.0947
11800,13,0.0950
11900,21,0.0960
12000,14,0.0963
12100,15,0.0968
12200,11,0.0969
12300,12,0.0971
12400,9,0.0970
12500,7,0.0968
12600,15,0.0972
12700,10,0.0972
12800,16,0.0977
12900,8,0.0976
13000,16,0.0981
13100,10,0.0981
13200,3,0.0976
13300,6,0.0973
13400,5,0.0969
13500,10,0.0970
13600,6,0.0967
13700,11,0.0968
13800,8,0.0967
13900,9,0.0966
14000,12,0.0968
14100,10,0.0968
14200,13,0.0970
14300,13,0.0973
14400,4,0.0969
14500,4,0.0965
14600,5,0.0962
14700,10,0.0962
14800,13,0.0964
14900,8,0.0963
15000,10,0.0963
15100,6,0.0961
15200,11,0.0962
15300,7,0.0960
15400,6,0.0958
15500,7,0.0956
15600,10,0.0956
15700,15,0.0960
15800,12,0.0961
15900,11,0.0962
16000,5,0.0959
16100,10,0.0960
16200,10,0.0960
16300,2,0.0955
16400,6,0.0953
16500,7,0.0952
16600,12,0.0953
16700,11,0.0954
16800,11,0.0955
16900,14,0.0957
17000,10,0.0958
17100,16,0.0961
17200,16,0.0965
17300,16,0.0969
17400,16,0.0972
17500,12,0.0974
