17600,17,0.0978
17700,17,0.0982
17800,11,0.0983
17900,20,0.0988
18000,13,0.0990
18100,12,0.0991
18200,15,0.0994
18300,19,0.0999
18400,14,0.1001
18500,17,0.1005
18600,19,0.1010
18700,22,0.1016
18800,21,0.1022
18900,11,0.1022
19000,19,0.1027
19100,15,0.1029
19200,18,0.1033
19300,21,0.1039
19400,20,0.1044
19500,9,0.1043
19600,17,0.1046
19700,19,0.1051
19800,16,0.1054
19900,15,0.1056
20000,23,0.1062
20100,8,0.1061
20200,15,0.1063
20300,19,0.1067
20400,8,0.1066
20500,9,0.1065
20600,7,0.1063
20700,17,0.1066
20800,8,0.1065
20900,7,0.1063
21000,11,0.1063
21100,15,0.1065
21200,13,0.1067
21300,4,0.1063
21400,12,0.1064
21500,14,0.1066
21600,13,0.1067
21700,15,0.1069
21800,9,0.1068
21900,8,0.1067
22000,11,0.1067
22100,10,0.1067
22200,22,0.1072
22300,18,0.1075
22400,9,0.1074
22500,18,0.1077
22600,13,0.1078
22700,15,0.1080
22800,20,0.1084
22900,15,0.1086
23000,13,0.1087
23100,16,0.1089
23200,18,0.1092
23300,10,0.1092
23400,16,0.1094
23500,14,0.1095
23600,17,0.1098
23700,8,0.1097
23800,12,0.1097
23900,16,0.1099
24000,19,0.1103
24100,24,0.1108
24200,18,0.1111
24300,13,0.1112
24400,16,0.1114
24500,14,0.1115
24600,14,0.1116
24700,14,0.1117
24800,9,0.1116
24900,9,0.1115
25000,13,0.1116
25100,18,0.1119
25200,13,0.1119
25300,13,0.1120
25400,12,0.1120
25500,13,0.1121
25600,11,0.1121
25700,13,0.1122
25800,14,0.1123
25900,15,0.1124
26000,9,0.1123
26100,8,0.1122
26200,7,0.1121
26300,19,0.1124
26400,5,0.1121
26500,10,0.1121
26600,18,0.1123
26700,15,0.1125
26800,9,0.1124
26900,14,0.1125
27000,16,0.1127
27100,10,0.1126
27200,7,0.1125
27300,15,0.1126
27400,13,0.1127
27500,15,0.1128
27600,15,0.1129
27700,11,0.1129
27800,13,0.1130
27900,9,0.1129
28000,11,0.1129
28100,11,0.1129
28200,10,0.1128
28300,15,0.1130
28400,10,0.1129
28500,13,0.1130
28600,17,0.1132
28700,11,0.1132
28800,21,0.1135
28900,11,0.1135
29000,13,0.1136
29100,12,0.1136
29200,9,0.1135
29300,16,0.1137
29400,16,0.1138
29500,8,0.1137
29600,10,0.1136
29700,13,0.1137
29800,10,0.1137
29900,13,0.1137
30000,12,0.1137
30100,4,0.1135
30200,8,0.1134
30300,10,0.1133
30400,5,0.1131
	30500,7,0.1130
30600,11,0.1130
30700,13,0.1130
	30800,13,0.1131
30900,12,0.1131
31000,11,0.1131
31100,8,0.1130
	31200,12,0.1130
31300,14,0.1131
31400,16,0.1132
31500,11,0.1132
31600,6,0.1131
31700,14,0.1132
31800,11,0.1131
31900,7,0.1130
32000,4,0.1128
32100,10,0.1127
32200,9,0.1127
32300,7,0.1125
32400,13,0.1126
32500,6,0.1124
32600,6,0.1123
32700,13,0.1123
32800,8,0.1122
32900,6,0.1121
33000,13,0.1121
33100,7,0.1120
33200,7,0.1119
33300,13,0.1119
33400,9,0.1119
33500,7,0.1117
33600,11,0.1117
33700,10,0.1117
33800,10,0.1117
33900,14,0.1117
34000,13,0.1118
34100,16,0.1119
34200,5,0.1118
34300,4,0.1115
34400,10,0.1115
34500,9,0.1114
34600,9,0.1114
34700,6,0.1112
34800,13,0.1113
34900,7,0.1112
35000,10,0.1111
35100,3,0.1109
35200,16,0.1111
35300,11,0.1110
35400,5,0.1109
35500,12,0.1109
35600,8,0.1108
35700,11,0.1108
35800,8,0.1107
35900,6,0.1106
36000,5,0.1104
36100,7,0.1103
36200,11,0.1103
36300,10,0.1103
36400,8,0.1102
36500,12,0.1102
36600,11,0.1102
36700,9,0.1102
36800,10,0.1101
36900,9,0.1101
37000,12,0.1101
37100,7,0.1100
37200,1,0.1097
37300,9,0.1097
37400,8,0.1096
37500,11,0.1096
37600,10,0.1096
37700,8,0.1095
37800,13,0.1096
37900,13,0.1096
38000,17,0.1098
38100,2,0.1095
38200,10,0.1095
38300,10,0.1095
38400,13,0.1095
38500,14,0.1096
38600,8,0.1095
38700,13,0.1096
38800,11,0.1096
38900,12,0.1096
39000,16,0.1097
39100,11,0.1097
39200,14,0.1098
39300,9,0.1098
39400,6,0.1096
39500,13,0.1097
39600,7,0.1096
39700,10,0.1096
39800,11,0.1096
39900,10,0.1095
40000,9,0.1095
40100,10,0.1095
40200,8,0.1094
40300,4,0.1092
40400,5,0.1091
40500,6,0.1090
40600,8,0.1089
40700,15,0.1090
40800,14,0.1091
40900,7,0.1090
41000,10,0.1090
41100,12,0.1090
41200,15,0.1091
41300,9,0.1090
41400,11,0.1090
41500,9,0.1090
41600,18,0.1092
41700,12,0.1092
41800,11,0.1092
41900,9,0.1091
42000,6,0.1090
42100,7,0.1089
42200,6,0.1088
42300,3,0.1086
42400,5,0.1085
42500,9,0.1084
42600,5,0.1083
42700,8,0.1082
42800,9,0.1082
42900,5,0.1081
43000,13,0.1081
43100,17,0.1083
43200,15,0.1084
43300,18,0.1085
43400,11,0.1085
43500,11,0.1085
43600,16,0.1086
43700,18,0.1088
43800,9,0.1088
43900,20,0.1090
44000,19,0.1092
44100,24,0.1095
44200,19,0.1096
44300,13,0.1097
44400,13,0.1097
44500,12,0.1098
44600,13,0.1098
44700,4,0.1096
44800,12,0.1097
44900,9,0.1096
45000,12,0.1096
45100,17,0.1098
45200,19,0.1100
45300,16,0.1101
45400,13,0.1101
45500,17,0.1102
45600,21,0.1105
45700,18,0.1106
45800,17,0.1107
45900,35,0.1113
46000,20,0.1115
46100,24,0.1117
46200,19,0.1119
46300,20,0.1121
46400,9,0.1120
46500,6,0.1119
46600,3,0.1118
46700,7,0.1117
46800,5,0.1115
46900,3,0.1114
47000,6,0.1113
47100,4,0.1111
47200,5,0.1110
47300,8,0.1109
47400,2,0.1107
47500,4,0.1106
47600,4,0.1104
47700,5,0.1103
47800,6,0.1102
47900,5,0.1101
48000,5,0.1099
48100,10,0.1099
48200,5,0.1098
48300,7,0.1097
48400,6,0.1096
48500,6,0.1095
48600,4,0.1094
48700,4,0.1092
48800,9,0.1092
48900,6,0.1091
49000,6,0.1090
49100,3,0.1088
49200,8,0.1088
49300,5,0.1086
